LotArea,Neighborhood,BedroomAbvGr,Neighborhood_encoded,SalePrice
5963,A,1,1,537225.0
5882,C,3,3,374100.0
14482,F,1,6,313640.0
7755,C,6,3,497750.0
9639,C,1,3,541950.0
742,C,4,3,127100.0
14966,D,4,4,670640.0
6567,A,2,1,597525.0
9614,C,3,3,560700.0
3915,D,3,4,220600.0
8884,A,3,1,786300.0
11606,F,4,6,268120.0
7782,B,2,2,550920.0
2314,F,5,6,86280.0
2119,B,1,2,199140.0
14522,F,1,6,314440.0
3363,F,1,6,91260.0
3781,A,1,1,373575.0
4472,B,1,2,340320.0
7248,E,3,5,265440.0
12357,F,4,6,283140.0
5132,C,4,3,346600.0
11749,F,5,6,274980.0
9622,F,5,6,232440.0
10984,B,1,2,731040.0
3430,E,4,5,156900.0
12754,D,6,4,598160.0
3904,B,4,2,342240.0
9044,F,1,6,204880.0
13923,E,5,5,477690.0
12451,A,6,1,1098825.0
6109,F,6,6,166180.0
1642,F,4,6,68840.0
724,C,6,3,146200.0
2683,E,4,5,134490.0
13079,F,2,6,289580.0
14088,A,5,1,1206600.0
2089,A,2,1,261675.0
6676,F,1,6,157520.0
7762,C,5,3,488100.0
10200,C,1,3,570000.0
2994,D,1,4,167760.0
9616,B,4,2,684960.0
12921,E,3,5,435630.0
6367,E,1,5,227010.0
12348,A,6,1,1091100.0
6822,F,4,6,172440.0
7558,F,3,6,183160.0
12829,E,3,5,432870.0
4100,C,6,3,315000.0
14888,B,3,2,989280.0
6859,C,1,3,402950.0
11309,E,5,5,399270.0
11639,A,1,1,962925.0
12855,D,1,4,562200.0
3632,B,5,2,337920.0
3954,C,1,3,257700.0
13311,D,1,4,580440.0
4692,D,4,4,259680.0
9312,F,5,6,226240.0
12229,F,5,6,284580.0
7883,D,3,4,379320.0
2236,D,3,4,153440.0
2241,A,4,1,303075.0
11355,D,5,4,534200.0
2762,A,5,1,357150.0
2506,A,6,1,352950.0
7145,A,5,1,685875.0
5741,D,4,4,301640.0
1581,F,6,6,75620.0
3856,F,5,6,117120.0
8850,A,5,1,813750.0
7374,D,2,4,350960.0
11208,E,5,5,396240.0
12161,A,4,1,1047075.0
11649,D,2,4,521960.0
2792,F,5,6,95840.0
11365,E,3,5,388950.0
8178,C,4,3,498900.0
952,B,3,2,153120.0
9516,E,4,5,339480.0
11597,B,4,2,803820.0
7096,A,6,1,697200.0
6658,D,2,4,322320.0
3491,C,4,3,264550.0
1736,E,4,5,106080.0
997,F,3,6,51940.0
12470,A,3,1,1055250.0
6490,F,4,6,165800.0
7777,A,3,1,703275.0
10034,C,6,3,611700.0
5663,D,3,4,290520.0
5158,F,3,6,135160.0
11294,F,4,6,261880.0
3103,D,5,4,204120.0
11271,A,1,1,935325.0
7463,E,5,5,283890.0
1173,F,5,6,63460.0
12276,E,3,5,416280.0
2344,E,1,5,106320.0
13002,D,4,4,592080.0
8449,A,5,1,783675.0
8179,E,4,5,299370.0
9101,E,1,5,309030.0
3618,F,4,6,108360.0
9565,B,3,2,669900.0
1517,A,1,1,203775.0
14798,E,2,5,485940.0
13219,A,4,1,1126425.0
13634,E,5,5,469020.0
855,F,6,6,61100.0
1872,A,4,1,275400.0
5532,C,1,3,336600.0
12016,E,1,5,396480.0
5981,D,1,4,287240.0
1677,A,2,1,230775.0
1126,D,2,4,101040.0
6123,D,3,4,308920.0
6261,B,1,2,447660.0
12720,B,1,2,835200.0
13298,E,3,5,446940.0
861,C,2,3,113050.0
9985,E,6,5,365550.0
10367,E,1,5,347010.0
5993,B,2,2,443580.0
6386,A,1,1,568950.0
10897,E,5,5,386910.0
6760,D,6,4,358400.0
13783,F,4,6,311660.0
2601,F,1,6,76020.0
4203,A,6,1,480225.0
12194,B,4,2,839640.0
2438,E,3,5,121140.0
12120,C,5,3,706000.0
7698,F,6,6,197960.0
640,C,4,3,122000.0
13023,D,3,4,584920.0
13069,B,1,2,856140.0
911,F,5,6,58220.0
2136,B,1,2,200160.0
8204,E,1,5,282120.0
11954,D,2,4,534160.0
9492,A,5,1,861900.0
10109,B,5,2,726540.0
10004,D,6,4,488160.0
2641,E,5,5,139230.0
5065,F,6,6,145300.0
11568,A,1,1,957600.0
1865,B,5,2,231900.0
6736,D,5,4,349440.0
10208,A,4,1,900600.0
2087,C,1,3,164350.0
13742,D,2,4,605680.0
2734,C,6,3,246700.0
4933,C,3,3,326650.0
8549,A,2,1,746175.0
13818,C,4,3,780900.0
5989,F,4,6,155780.0
1469,D,1,4,106760.0
10865,D,5,4,514600.0
14894,E,5,5,506820.0
11162,C,1,3,618100.0
6578,F,4,6,167560.0
11029,C,2,3,621450.0
2850,F,1,6,81000.0
11080,C,6,3,664000.0
12528,A,4,1,1074600.0
9654,C,1,3,542700.0
8365,C,1,3,478250.0
8602,A,4,1,780150.0
4459,C,1,3,282950.0
5675,E,6,5,236250.0
13697,E,3,5,458910.0
3636,A,2,1,377700.0
11874,F,5,6,277480.0
13829,E,1,5,450870.0
7122,B,3,2,523320.0
9684,A,2,1,831300.0
5783,E,6,5,239490.0
1308,D,6,4,140320.0
5162,B,3,2,405720.0
10381,F,6,6,251620.0
580,F,5,6,51600.0
2828,E,2,5,126840.0
2268,D,1,4,138720.0
5710,F,6,6,158200.0
9152,D,3,4,430080.0
1128,F,1,6,46560.0
670,C,3,3,113500.0
585,B,4,2,143100.0
3880,E,3,5,164400.0
8548,E,3,5,304440.0
14993,F,3,6,331860.0
8104,E,4,5,297120.0
7268,C,6,3,473400.0
11815,E,6,5,420450.0
5709,D,1,4,276360.0
11416,D,1,4,504640.0
9534,A,6,1,880050.0
12372,C,6,3,728600.0
7073,F,1,6,165460.0
12266,C,2,3,683300.0
7468,F,3,6,181360.0
10663,C,4,3,623150.0
13781,D,1,4,599240.0
11973,A,3,1,1017975.0
11789,F,4,6,271780.0
4388,E,1,5,167640.0
11737,F,4,6,270740.0
7729,E,5,5,291870.0
10413,C,3,3,600650.0
4303,B,3,2,354180.0
9814,B,5,2,708840.0
3876,A,2,1,395700.0
2875,D,5,4,195000.0
2608,C,6,3,240400.0
2474,E,4,5,128220.0
12298,C,5,3,714900.0
14185,E,4,5,479550.0
5392,D,2,4,271680.0
8942,E,2,5,310260.0
9453,D,1,4,426120.0
1790,D,5,4,151600.0
7175,F,3,6,175500.0
9536,C,4,3,566800.0
14165,A,5,1,1212375.0
1679,D,3,4,131160.0
10014,F,6,6,244280.0
11809,D,1,4,520360.0
10260,A,1,1,859500.0
4853,A,2,1,468975.0
7970,D,1,4,366800.0
4921,B,1,2,367260.0
4933,B,2,2,379980.0
3572,F,5,6,111440.0
11097,E,6,5,398910.0
8949,B,5,2,656940.0
2230,B,1,2,205800.0
12385,B,5,2,863100.0
812,E,4,5,78360.0
12485,F,1,6,273700.0
8621,C,1,3,491050.0
14625,B,1,2,949500.0
9156,B,6,2,681360.0
1168,F,3,6,55360.0
13401,B,5,2,924060.0
11820,D,3,4,536800.0
3802,E,6,5,180060.0
12537,C,3,3,706850.0
884,D,1,4,83360.0
5763,A,4,1,567225.0
3548,C,3,3,257400.0
11902,C,2,3,665100.0
7637,C,3,3,461850.0
8306,A,5,1,772950.0
7906,F,2,6,186120.0
5462,D,2,4,274480.0
12429,D,3,4,561160.0
11723,D,5,4,548920.0
4940,D,3,4,261600.0
13622,D,2,4,600880.0
13003,D,3,4,584120.0
12366,C,3,3,698300.0
9506,E,4,5,339180.0
4741,F,6,6,138820.0
11065,C,4,3,643250.0
517,C,4,3,115850.0
4605,E,5,5,198150.0
8661,D,6,4,434440.0
11627,F,6,6,276540.0
6478,A,1,1,575850.0
9970,B,6,2,730200.0
10201,A,6,1,930075.0
6418,B,5,2,505080.0
2187,C,2,3,179350.0
3451,D,4,4,210040.0
13213,A,1,1,1080975.0
11815,C,3,3,670750.0
1260,E,2,5,79800.0
5557,F,5,6,151140.0
9325,A,4,1,834375.0
6076,D,4,4,315040.0
2507,E,3,5,123210.0
14397,E,2,5,473910.0
11439,F,6,6,272780.0
7844,C,3,3,472200.0
4358,E,1,5,166740.0
11380,F,5,6,267600.0
568,C,6,3,138400.0
6210,D,1,4,296400.0
1184,A,5,1,238800.0
5851,D,2,4,290040.0
2069,C,1,3,163450.0
5256,B,1,2,387360.0
8955,F,4,6,215100.0
10530,F,6,6,254600.0
12439,A,4,1,1067925.0
11897,B,1,2,785820.0
6479,C,2,3,393950.0
13459,C,3,3,752950.0
5674,A,2,1,530550.0
3169,B,4,2,298140.0
13882,E,5,5,476460.0
14766,D,4,4,662640.0
6528,D,3,4,325120.0
1899,A,2,1,247425.0
7219,D,1,4,336760.0
2629,E,5,5,138870.0
2224,B,6,2,265440.0
2925,E,4,5,141750.0
13120,B,4,2,895200.0
8222,D,2,4,384880.0
5932,C,1,3,356600.0
13116,A,2,1,1088700.0
8325,E,4,5,303750.0
6506,E,3,5,243180.0
526,E,4,5,69780.0
3110,F,4,6,98200.0
8621,D,5,4,424840.0
13771,F,5,6,315420.0
12899,A,1,1,1057425.0
13414,D,2,4,592560.0
11014,F,3,6,252280.0
8712,B,1,2,594720.0
6578,F,2,6,159560.0
6735,A,2,1,610125.0
8539,C,3,3,506950.0
12473,D,6,4,586920.0
9377,D,5,4,455080.0
1843,C,1,3,152150.0
800,F,3,6,48000.0
733,F,3,6,46660.0
10637,C,2,3,601850.0
14690,E,1,5,476700.0
6521,A,5,1,639075.0
3165,F,1,6,87300.0
8214,F,6,6,208280.0
9055,F,5,6,221100.0
3151,E,3,5,142530.0
1360,D,4,4,126400.0
7579,C,1,3,438950.0
10484,D,4,4,491360.0
764,D,3,4,94560.0
13402,A,2,1,1110150.0
2266,A,6,1,334950.0
8262,B,4,2,603720.0
7926,B,5,2,595560.0
3402,B,1,2,276120.0
2545,D,1,4,149800.0
9197,D,5,4,447880.0
10050,A,5,1,903750.0
5432,A,5,1,557400.0
5536,E,3,5,214080.0
7690,B,4,2,569400.0
6053,F,5,6,161060.0
13525,C,2,3,746250.0
11201,C,2,3,630050.0
13536,D,4,4,613440.0
3120,D,4,4,196800.0
1635,E,4,5,103050.0
2064,A,3,1,274800.0
14452,C,4,3,812600.0
13407,F,1,6,292140.0
14152,A,5,1,1211400.0
7846,C,6,3,502300.0
13345,F,3,6,298900.0
9067,A,3,1,800025.0
4675,B,2,2,364500.0
13858,A,5,1,1189350.0
7278,E,5,5,278340.0
4296,F,2,6,113920.0
2383,F,5,6,87660.0
12336,D,5,4,573440.0
5087,D,1,4,251480.0
8881,C,6,3,554050.0
14000,B,6,2,972000.0
11765,B,2,2,789900.0
12330,B,5,2,859800.0
12684,A,5,1,1101300.0
6326,A,3,1,594450.0
12210,A,4,1,1050750.0
8747,A,3,1,776025.0
10735,D,5,4,509400.0
6066,E,1,5,217980.0
5761,D,6,4,318440.0
8189,F,6,6,207780.0
9363,C,1,3,528150.0
8609,D,5,4,424360.0
2333,B,1,2,211980.0
12932,A,6,1,1134900.0
12845,F,4,6,292900.0
11551,E,6,5,412530.0
13078,A,4,1,1115850.0
3207,D,1,4,176280.0
2278,D,6,4,179120.0
12474,D,4,4,570960.0
2815,C,4,3,230750.0
11288,B,4,2,785280.0
6063,D,6,4,330520.0
8086,D,4,4,395440.0
940,E,2,5,70200.0
3380,A,3,1,373500.0
9445,E,6,5,349350.0
11667,E,5,5,410010.0
14180,B,6,2,982800.0
13689,D,4,4,619560.0
14235,C,1,3,771750.0
7472,C,1,3,433600.0
9390,D,6,4,463600.0
3352,A,3,1,371400.0
8606,D,1,4,392240.0
6464,B,1,2,459840.0
6947,C,5,3,447350.0
13385,E,3,5,449550.0
2839,E,6,5,151170.0
6843,F,6,6,180860.0
11098,F,4,6,257960.0
9907,A,1,1,833025.0
14755,B,4,2,993300.0
12062,F,4,6,277240.0
882,A,3,1,186150.0
14204,D,6,4,656160.0
6174,A,3,1,583050.0
11906,C,1,3,655300.0
7150,A,5,1,686250.0
13355,A,6,1,1166625.0
8416,E,2,5,294480.0
10652,F,5,6,253040.0
2178,F,6,6,87560.0
3577,D,1,4,191080.0
4271,E,1,5,164130.0
5301,F,2,6,134020.0
2999,D,5,4,199960.0
4100,E,3,5,171000.0
4110,D,4,4,236400.0
11375,B,2,2,766500.0
5673,B,6,2,472380.0
3897,B,6,2,365820.0
9121,E,3,5,321630.0
7104,D,6,4,372160.0
8497,B,6,2,641820.0
2952,E,2,5,130560.0
6349,E,1,5,226470.0
6021,E,1,5,216630.0
5986,D,3,4,303440.0
10774,B,6,2,778440.0
1070,E,6,5,98100.0
7490,F,3,6,181800.0
5550,F,6,6,155000.0
5617,E,4,5,222510.0
5874,C,5,3,393700.0
4594,E,1,5,173820.0
14462,D,3,4,642480.0
6129,E,5,5,243870.0
7052,F,1,6,165040.0
9060,F,4,6,217200.0
12778,C,5,3,738900.0
8545,B,4,2,620700.0
2692,B,5,2,281520.0
14050,A,6,1,1218750.0
6229,D,5,4,329160.0
2913,E,2,5,129390.0
12534,C,6,3,736700.0
7696,E,3,5,278880.0
6548,E,2,5,238440.0
12949,A,1,1,1061175.0
9215,A,6,1,856125.0
665,B,6,2,171900.0
10143,A,5,1,910725.0
8223,E,2,5,288690.0
12894,E,6,5,452820.0
7927,B,6,2,607620.0
14978,D,1,4,647120.0
11392,D,4,4,527680.0
7528,B,2,2,535680.0
2499,D,1,4,147960.0
9485,E,1,5,320550.0
13182,C,6,3,769100.0
6963,C,1,3,408150.0
8640,D,2,4,401600.0
11905,D,2,4,532200.0
14760,C,3,3,818000.0
11833,E,1,5,390990.0
12626,F,6,6,296520.0
7881,B,4,2,580860.0
2066,C,2,3,173300.0
2539,E,5,5,136170.0
4746,D,6,4,277840.0
12386,A,4,1,1063950.0
1926,D,6,4,165040.0
1391,E,2,5,83730.0
4334,B,6,2,392040.0
9490,A,5,1,861750.0
8152,E,4,5,298560.0
13617,E,5,5,468510.0
4531,A,1,1,429825.0
7572,C,4,3,468600.0
2462,F,3,6,81240.0
1868,F,6,6,81360.0
14948,A,2,1,1226100.0
4561,A,3,1,462075.0
9560,D,1,4,430400.0
12529,B,3,2,847740.0
3147,C,5,3,257350.0
4053,D,6,4,250120.0
7695,C,5,3,484750.0
14152,B,5,2,969120.0
1510,B,1,2,162600.0
1086,E,6,5,98580.0
3055,A,2,1,334125.0
10347,D,6,4,501880.0
9801,F,6,6,240020.0
12909,B,4,2,882540.0
2565,B,1,2,225900.0
14659,F,4,6,329180.0
8662,F,2,6,201240.0
1477,A,4,1,245775.0
12587,C,3,3,709350.0
13437,E,2,5,445110.0
2915,F,3,6,90300.0
9659,F,2,6,221180.0
14074,F,5,6,321480.0
11463,F,3,6,261260.0
4630,E,5,5,198900.0
8977,C,2,3,518850.0
5558,A,2,1,521850.0
4986,D,3,4,263440.0
9725,F,5,6,234500.0
13552,F,2,6,299040.0
10141,B,5,2,728460.0
9727,D,2,4,445080.0
11639,B,3,2,794340.0
10088,F,6,6,245760.0
7054,A,6,1,694050.0
12494,B,4,2,857640.0
7751,A,1,1,671325.0
2391,C,1,3,179550.0
9432,C,1,3,531600.0
14858,F,2,6,325160.0
2251,C,5,3,212550.0
5508,D,1,4,268320.0
8566,A,3,1,762450.0
1045,E,6,5,97350.0
14241,B,2,2,938460.0
2240,D,5,4,169600.0
7061,A,2,1,634575.0
9414,E,2,5,324420.0
1825,D,3,4,137000.0
4001,B,4,2,348060.0
7574,C,4,3,468700.0
13634,A,6,1,1187550.0
3809,E,1,5,150270.0
4105,D,6,4,252200.0
7474,D,2,4,354960.0
5250,D,6,4,298000.0
13964,C,4,3,788200.0
13856,F,5,6,317120.0
1502,D,1,4,108080.0
12374,A,3,1,1048050.0
3840,D,3,4,217600.0
8851,E,2,5,307530.0
7884,D,1,4,363360.0
1729,F,5,6,74580.0
11474,F,3,6,261480.0
14394,B,4,2,971640.0
13363,E,6,5,466890.0
1489,D,4,4,131560.0
1430,D,3,4,121200.0
14388,A,6,1,1244100.0
13308,A,4,1,1133100.0
13687,E,3,5,458610.0
10850,C,1,3,602500.0
1424,A,2,1,211800.0
14148,F,3,6,314960.0
5851,D,4,4,306040.0
714,C,3,3,115700.0
11477,A,1,1,950775.0
3842,F,6,6,120840.0
13062,E,1,5,427860.0
1809,E,2,5,96270.0
13268,E,6,5,464040.0
4936,D,5,4,277440.0
9840,E,2,5,337200.0
7900,C,1,3,455000.0
8527,F,1,6,194540.0
1498,F,2,6,57960.0
11599,C,5,3,679950.0
704,B,5,2,162240.0
14763,B,4,2,993780.0
14817,F,6,6,340340.0
12279,B,6,2,868740.0
6110,A,5,1,608250.0
12926,D,3,4,581040.0
10171,C,4,3,598550.0
14551,F,3,6,323020.0
9399,C,3,3,549950.0
12910,C,2,3,715500.0
785,D,3,4,95400.0
12559,D,6,4,590360.0
6652,C,6,3,442600.0
11438,F,4,6,264760.0
3111,F,3,6,94220.0
11206,D,6,4,536240.0
3591,D,6,4,231640.0
3214,A,1,1,331050.0
10616,F,4,6,248320.0
2250,C,1,3,172500.0
5635,D,2,4,281400.0
7337,F,5,6,186740.0
13308,B,4,2,906480.0
8844,C,2,3,512200.0
9482,D,5,4,459280.0
6631,E,2,5,240930.0
10280,C,2,3,584000.0
694,B,2,2,125640.0
10507,B,3,2,726420.0
8852,A,1,1,753900.0
14335,D,2,4,629400.0
1273,B,2,2,160380.0
8474,F,5,6,209480.0
1391,C,6,3,179550.0
9924,D,4,4,468960.0
2013,D,6,4,168520.0
3486,B,2,2,293160.0
7098,D,5,4,363920.0
1121,C,2,3,126050.0
3928,E,3,5,165840.0
5100,B,4,2,414000.0
14942,F,6,6,342840.0
9943,E,6,5,364290.0
10633,E,2,5,360990.0
2788,C,5,3,239400.0
3634,A,4,1,407550.0
947,A,6,1,236025.0
1642,A,6,1,288150.0
4043,C,3,3,282150.0
13599,E,4,5,461970.0
10053,E,1,5,337590.0
10122,F,4,6,238440.0
9341,D,5,4,453640.0
1640,E,6,5,115200.0
2955,F,1,6,83100.0
6736,E,1,5,238080.0
10749,B,3,2,740940.0
3342,F,1,6,90840.0
3377,B,2,2,286620.0
6287,C,3,3,394350.0
4031,D,1,4,209240.0
4607,A,2,1,450525.0
12352,A,2,1,1031400.0
7716,C,2,3,455800.0
3588,A,4,1,404100.0
7762,F,1,6,179240.0
1422,F,3,6,60440.0
8082,A,4,1,741150.0
12285,E,4,5,422550.0
5712,B,2,2,426720.0
9974,E,1,5,335220.0
8164,A,2,1,717300.0
5640,F,3,6,144800.0
9950,F,2,6,227000.0
12517,D,5,4,580680.0
12775,F,5,6,295500.0
11534,D,1,4,509360.0
12486,C,1,3,684300.0
2638,A,5,1,347850.0
3455,E,1,5,139650.0
1252,B,2,2,159120.0
7380,E,2,5,263400.0
8853,E,4,5,319590.0
5664,B,3,2,435840.0
5120,E,5,5,213600.0
8771,A,1,1,747825.0
7070,E,1,5,248100.0
14969,C,6,3,858450.0
10772,E,3,5,371160.0
6266,D,2,4,306640.0
623,F,1,6,36460.0
4824,B,6,2,421440.0
2930,D,1,4,165200.0
2274,A,5,1,320550.0
14815,D,5,4,672600.0
4281,A,1,1,411075.0
3939,C,1,3,256950.0
9613,E,1,5,324390.0
8437,C,2,3,491850.0
5825,A,5,1,586875.0
5895,D,2,4,291800.0
10572,C,4,3,618600.0
8160,C,2,3,478000.0
11737,A,1,1,970275.0
4097,D,4,4,235880.0
2583,B,3,2,250980.0
1751,C,5,3,187550.0
13700,F,2,6,302000.0
6580,E,4,5,251400.0
2679,C,2,3,203950.0
7292,B,6,2,569520.0
9208,A,2,1,795600.0
761,D,4,4,102440.0
1682,C,4,3,174100.0
1749,B,2,2,188940.0
3896,B,3,2,329760.0
14164,D,4,4,638560.0
9083,D,4,4,435320.0
11771,B,1,2,778260.0
9707,F,2,6,222140.0
13060,D,6,4,610400.0
2079,D,3,4,147160.0
1668,D,1,4,114720.0
14781,E,2,5,485430.0
3183,A,5,1,388725.0
3880,E,6,5,182400.0
14284,A,4,1,1206300.0
3290,B,5,2,317400.0
12596,C,1,3,689800.0
1711,B,1,2,174660.0
14738,F,5,6,334760.0
7039,B,6,2,554340.0
2012,D,2,4,136480.0
10322,D,2,4,468880.0
11450,B,4,2,795000.0
10459,F,4,6,245180.0
7394,C,4,3,459700.0
5049,B,3,2,398940.0
9581,A,2,1,823575.0
5613,B,2,2,420780.0
9663,F,4,6,229260.0
10918,F,1,6,242360.0
6663,A,4,1,634725.0
1768,A,4,1,267600.0
3664,A,5,1,424800.0
2781,C,1,3,199050.0
578,F,5,6,51560.0
7530,F,2,6,178600.0
7319,A,3,1,668925.0
5740,C,3,3,367000.0
12668,D,4,4,578720.0
715,D,5,4,108600.0
1232,D,3,4,113280.0
2965,D,6,4,206600.0
11382,D,6,4,543280.0
11095,E,3,5,380850.0
3382,B,1,2,274920.0
14723,E,4,5,495690.0
9464,A,3,1,829800.0
9200,F,1,6,208000.0
14603,A,6,1,1260225.0
8897,B,6,2,665820.0
9669,C,2,3,553450.0
6310,D,4,4,324400.0
14228,C,1,3,771400.0
11814,E,1,5,390420.0
5091,C,3,3,334550.0
6154,A,3,1,581550.0
8518,E,2,5,297540.0
2050,B,1,2,195000.0
13926,D,5,4,637040.0
1855,C,5,3,192750.0
11980,A,5,1,1048500.0
11804,C,5,3,690200.0
14823,B,4,2,997380.0
13339,F,4,6,302780.0
6774,B,1,2,478440.0
9442,F,2,6,216840.0
3748,C,3,3,267400.0
1965,E,5,5,118950.0
2708,A,4,1,338100.0
14443,D,6,4,665720.0
5660,E,4,5,223800.0
782,D,5,4,111280.0
2228,B,4,2,241680.0
9976,B,5,2,718560.0
14057,F,5,6,321140.0
10729,E,1,5,357870.0
9436,B,1,2,638160.0
11186,C,1,3,619300.0
12417,C,1,3,680850.0
7168,C,5,3,458400.0
12214,A,3,1,1036050.0
7599,E,4,5,281970.0
952,B,2,2,141120.0
13422,B,6,2,937320.0
763,B,5,2,165780.0
6703,D,5,4,348120.0
13805,B,5,2,948300.0
1598,C,1,3,139900.0
9584,D,4,4,455360.0
12168,B,1,2,802080.0
4631,C,4,3,321550.0
7029,B,1,2,493740.0
5432,E,4,5,216960.0
9202,F,5,6,224040.0
13418,C,6,3,780900.0
551,C,4,3,117550.0
622,F,1,6,36440.0
3748,A,1,1,371100.0
14001,B,1,2,912060.0
4351,E,4,5,184530.0
2974,F,3,6,91480.0
10271,D,6,4,498840.0
4669,C,3,3,313450.0
2421,E,3,5,120630.0
1609,A,6,1,285675.0
14885,A,2,1,1221375.0
8536,D,1,4,389440.0
762,E,4,5,76860.0
1798,D,2,4,127920.0
1649,F,1,6,56980.0
4847,D,4,4,265880.0
3276,F,4,6,101520.0
13649,A,1,1,1113675.0
1938,A,5,1,295350.0
13145,F,3,6,294900.0
830,D,5,4,113200.0
8558,D,6,4,430320.0
6075,D,3,4,307000.0
1883,D,1,4,123320.0
2794,B,6,2,299640.0
8598,C,5,3,529900.0
11022,D,1,4,488880.0
13963,B,5,2,957780.0
4721,B,6,2,415260.0
9574,F,1,6,215480.0
4415,A,3,1,451125.0
1631,C,4,3,171550.0
14865,C,3,3,823250.0
7960,B,6,2,609600.0
8547,A,6,1,806025.0
13764,C,3,3,768200.0
6544,B,3,2,488640.0
3668,E,4,5,164040.0
2666,E,6,5,145980.0
5460,B,6,2,459600.0
5711,A,4,1,563325.0
12986,D,4,4,591440.0
11044,E,2,5,373320.0
14267,C,5,3,813350.0
3170,B,2,2,274200.0
5366,A,1,1,492450.0
5751,D,6,4,318040.0
2256,C,2,3,182800.0
10354,D,6,4,502160.0
1105,E,5,5,93150.0
4397,E,6,5,197910.0
13306,C,3,3,745300.0
9209,D,6,4,456360.0
4280,A,5,1,471000.0
6582,A,1,1,583650.0
4043,E,2,5,163290.0
13780,D,6,4,639200.0
10160,E,4,5,358800.0
8950,F,2,6,207000.0
13454,C,4,3,762700.0
3473,F,4,6,105460.0
11757,D,5,4,550280.0
8149,A,5,1,761175.0
4337,F,5,6,126740.0
13825,A,6,1,1201875.0
10361,D,3,4,478440.0
8626,E,4,5,312780.0
10897,E,3,5,374910.0
12489,E,3,5,422670.0
7878,B,6,2,604680.0
6331,D,5,4,333240.0
8670,B,6,2,652200.0
12271,F,2,6,273420.0
11597,B,6,2,827820.0
13643,B,6,2,950580.0
8825,C,6,3,551250.0
3636,E,6,5,175080.0
3184,C,1,3,219200.0
